Clase,Color dominante,Forma,Piel/cáscara,Semillas/hueso,Jugosidad,Sabor dominante,Dulzor,Acidez,Textura,Aroma,Preparación típica,Consumo habitual,Plato frecuente,Temperatura de consumo,Parte comestible,Conservación,Vida útil,Estacionalidad,Sensibilidad al golpe,Facilidad de limpieza/pelado,Contenido de agua,Fibra,Grasas,Procesamiento,Piel comestible
Queso azul,Amarillo,Plano,Sin piel,Sin,Alta,Umami,Medio,Baja,Jugoso,Medio,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Jugo de Nectarina,Rojo,Plano,Sin piel,Sin,Alta,Amargo,Bajo,Media,Jugoso,Alto,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Limonada de panela,Verde,Plano,Sin piel,Sin,Alta,Umami,Alto,Alta,Jugoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Arepa de queso,Blanco,Plano,Sin piel,Sin,Alta,Amargo,Alto,Media,Jugoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Arepa integral,Blanco,Alargado,Sin piel,Sin,Baja,Dulce,Bajo,Media,Crujiente,Alto,Cocido,Solo,Snack,Caliente,Semilla,Ambiente,Media,Todo el año,Media,Media,Medio,Media,Medias,Medio,No
Buñuelo,Café,Redondo,Sin piel,Sin,Baja,Dulce,Bajo,Media,Crujiente,Medio,Cocido,Solo,Snack,Caliente,Semilla,Refrigerar,Media,Todo el año,Baja,Media,Alto,Media,Bajas,Medio,No
Fríjol cargamanto,Verde,Ovalado,Fina,Semilla,Baja,Umami,Bajo,Baja,Harinoso,Bajo,Cocido,En mezcla,Principal,Caliente,Grano,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Media,Bajas,Medio,No
Batido de Mora,Café,Plano,Sin piel,Sin,Alta,Dulce,Medio,Media,Cremoso,Medio,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Jugo de Lichi,Blanco,Plano,Sin piel,Sin,Alta,Ácido,Alto,Baja,Jugoso,Bajo,Ambos,Solo,Jugo,Frío,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Jugo de Curuba,Rojo,Plano,Sin piel,Sin,Alta,Umami,Bajo,Media,Cremoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Champiñón,Verde,Redondo,Fina,Sin,Media,Umami,Medio,Media,Fibroso,Medio,Crudo,Acompañante,Snack,Ambiente,Hoja,Ambiente,Corta,Estacional,Alta,Media,Medio,Alta,Bajas,Mínimo,No
Jugo de Grosella negra,Café,Plano,Sin piel,Sin,Alta,Umami,Medio,Baja,Cremoso,Bajo,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Patacón,Blanco,Irregular,Sin piel,Sin,Media,Dulce,Bajo,Baja,Cremoso,Medio,Cocido,Solo,Principal,Caliente,Pulpa,Ambiente,Media,Todo el año,Media,Media,Medio,Baja,Altas,Medio,No
Batido de Fresa,Blanco,Plano,Sin piel,Sin,Alta,Umami,Alto,Alta,Cremoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Jugo de Maracuyá amarillo,Café,Plano,Sin piel,Sin,Alta,Umami,Alto,Baja,Cremoso,Bajo,Ambos,Solo,Jugo,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Higo,Rojo,Ovalado,Gruesa,Pequeñas,Media,Dulce,Medio,Alta,Jugoso,Medio,Crudo,Acompañante,Snack,Frío,Pulpa,Refrigerar,Corta,Todo el año,Alta,Alta,Alto,Alta,Bajas,Mínimo,Sí
Durazno,Amarillo,Ovalado,Gruesa,Hueso,Alta,Ácido,Medio,Alta,Jugoso,Medio,Crudo,Acompañante,Snack,Frío,Pulpa,Refrigerar,Corta,Estacional,Alta,Alta,Alto,Alta,Bajas,Mínimo,No
Toronja,Naranja,Redondo,Fina,Pequeñas,Media,Ácido,Medio,Alta,Harinoso,Alto,Crudo,Acompañante,Ensalada,Frío,Pulpa,Refrigerar,Corta,Todo el año,Alta,Alta,Alto,Media,Bajas,Mínimo,No
Fríjol negro,Verde,Ovalado,Fina,Semilla,Baja,Dulce,Bajo,Baja,Harinoso,Bajo,Cocido,En mezcla,Sopa,Caliente,Raíz,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Alta,Bajas,Medio,No
Jugo de Grosella,Blanco,Plano,Sin piel,Sin,Alta,Ácido,Bajo,Baja,Jugoso,Bajo,Ambos,Solo,Jugo,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Oblea con arequipe,Blanco,Irregular,Sin piel,Sin,Baja,Salado,Alto,Baja,Crujiente,Medio,Cocido,Solo,Snack,Ambiente,Líquido,Ambiente,Media,Todo el año,Media,Media,Alto,Baja,Bajas,Alto,No
Sopa de tomate y albahaca,Café,Alargado,Sin piel,Sin,Media,Umami,Medio,Media,Crujiente,Medio,Cocido,Acompañante,Principal,Caliente,Pulpa,Ambiente,Media,Todo el año,Baja,Media,Medio,Baja,Bajas,Medio,No
Crema de cebolla,Verde,Irregular,Sin piel,Sin,Baja,Umami,Alto,Baja,Cremoso,Medio,Cocido,Acompañante,Postre,Caliente,Pulpa,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Medias,Medio,No
Jugo de Feijoa,Verde,Plano,Sin piel,Sin,Alta,Dulce,Alto,Media,Cremoso,Medio,Ambos,Solo,Jugo,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Jugo de Uchuva,Amarillo,Plano,Sin piel,Sin,Alta,Amargo,Bajo,Alta,Cremoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Jugo de Cereza,Blanco,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Cremoso,Medio,Ambos,Solo,Jugo,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Camote morado,Naranja,Alargado,Gruesa,Sin,Media,Umami,Bajo,Baja,Fibroso,Bajo,Cocido,En mezcla,Snack,Caliente,Grano,Ambiente,Larga,Todo el año,Media,Media,Bajo,Media,Bajas,Medio,No
Espinaca,Café,Irregular,Fina,Sin,Baja,Umami,Bajo,Media,Fibroso,Medio,Crudo,Acompañante,Snack,Frío,Hoja,Refrigerar,Corta,Todo el año,Media,Alta,Medio,Alta,Bajas,Mínimo,Sí
Americano,Amarillo,Plano,Sin piel,Sin,Alta,Umami,Alto,Media,Cremoso,Alto,Ambos,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Gaseosa,Blanco,Plano,Sin piel,Sin,Alta,Umami,Alto,Media,Jugoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Tamal,Rojo,Redondo,Sin piel,Sin,Baja,Umami,Alto,Media,Harinoso,Medio,Cocido,Solo,Postre,Ambiente,Líquido,Refrigerar,Media,Todo el año,Media,Media,Medio,Baja,Medias,Medio,No
Jugo de Uva,Blanco,Plano,Sin piel,Sin,Alta,Ácido,Medio,Baja,Jugoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Jugo de Mandarina,Amarillo,Plano,Sin piel,Sin,Alta,Ácido,Medio,Baja,Cremoso,Medio,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Pan tajado,Rojo,Plano,Sin piel,Sin,Media,Dulce,Alto,Baja,Fibroso,Alto,Cocido,Solo,Sopa,Ambiente,Grano,Refrigerar,Media,Todo el año,Media,Media,Medio,Media,Medias,Alto,No
Jugo de Mora,Rojo,Plano,Sin piel,Sin,Alta,Umami,Bajo,Alta,Cremoso,Bajo,Ambos,Solo,Jugo,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Jugo de Physalis,Café,Plano,Sin piel,Sin,Alta,Dulce,Bajo,Media,Cremoso,Medio,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Queso gouda,Verde,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Jugoso,Bajo,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Habas,Blanco,Ovalado,Fina,Semilla,Baja,Umami,Bajo,Baja,Harinoso,Bajo,Cocido,En mezcla,Sopa,Caliente,Grano,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Alta,Bajas,Medio,No
Jugo verde,Amarillo,Irregular,Sin piel,Sin,Baja,Salado,Alto,Media,Cremoso,Alto,Cocido,Acompañante,Snack,Caliente,Grano,Refrigerar,Media,Todo el año,Media,Alta,Alto,Media,Bajas,Medio,No
Aromática,Verde,Plano,Sin piel,Sin,Alta,Ácido,Alto,Media,Jugoso,Bajo,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Puré de yuca,Café,Irregular,Sin piel,Sin,Baja,Salado,Bajo,Baja,Cremoso,Alto,Cocido,Acompañante,Postre,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Altas,Medio,No
Mangostán,Rojo,Redondo,Gruesa,Hueso,Alta,Dulce,Medio,Alta,Harinoso,Medio,Crudo,Acompañante,Jugo,Frío,Pulpa,Refrigerar,Corta,Todo el año,Media,Alta,Alto,Media,Bajas,Mínimo,Sí
Seta ostra,Café,Irregular,Gruesa,Sin,Baja,Dulce,Bajo,Media,Fibroso,Medio,Crudo,Solo,Ensalada,Ambiente,Tallo,Ambiente,Corta,Todo el año,Media,Alta,Alto,Alta,Bajas,Mínimo,No
Caldo de costilla,Blanco,Alargado,Sin piel,Sin,Media,Dulce,Medio,Baja,Harinoso,Alto,Cocido,Acompañante,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Media,Media,Alto,Media,Bajas,Medio,No
Maracuyá amarillo,Amarillo,Redondo,Gruesa,Hueso,Alta,Ácido,Alto,Alta,Jugoso,Medio,Crudo,Acompañante,Snack,Frío,Pulpa,Ambiente,Corta,Todo el año,Media,Alta,Alto,Media,Bajas,Mínimo,No
Cacahuate,Café,Redondo,Fina,Semilla,Baja,Dulce,Bajo,Baja,Harinoso,Bajo,Cocido,En mezcla,Sopa,Caliente,Grano,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Media,Bajas,Medio,No
Pepino cohombro,Verde,Redondo,Fina,Sin,Media,Umami,Medio,Media,Crujiente,Medio,Crudo,Acompañante,Postre,Frío,Tallo,Refrigerar,Corta,Estacional,Media,Media,Medio,Alta,Bajas,Mínimo,Sí
Tinto,Blanco,Plano,Sin piel,Sin,Alta,Dulce,Medio,Media,Cremoso,Alto,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Crema de ahuyama,Rojo,Redondo,Sin piel,Sin,Baja,Salado,Bajo,Media,Cremoso,Medio,Cocido,Solo,Snack,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Medio,No
Crema de leche,Rojo,Plano,Sin piel,Sin,Alta,Amargo,Alto,Media,Cremoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Mínimo,No
Puré de papa,Amarillo,Alargado,Sin piel,Sin,Media,Umami,Bajo,Media,Cremoso,Medio,Cocido,Acompañante,Principal,Ambiente,Líquido,Ambiente,Media,Todo el año,Media,Alta,Medio,Baja,Bajas,Alto,No
Jugo de Tamarillo,Café,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Jugoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Chocolate caliente,Verde,Plano,Sin piel,Sin,Alta,Umami,Bajo,Media,Jugoso,Alto,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Arequipe,Amarillo,Alargado,Sin piel,Sin,Media,Umami,Alto,Media,Cremoso,Bajo,Cocido,Solo,Ensalada,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Media,Alta,Alto,Media,Medias,Alto,No
Jugo de Papaya,Rojo,Plano,Sin piel,Sin,Alta,Dulce,Bajo,Alta,Jugoso,Alto,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Chía,Amarillo,Alargado,Fina,Grano,Baja,Umami,Bajo,Baja,Cremoso,Bajo,Cocido,Acompañante,Sopa,Caliente,Grano,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Alta,Bajas,Medio,No
Jugo de Mangostán,Amarillo,Plano,Sin piel,Sin,Alta,Umami,Medio,Baja,Cremoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Masato,Amarillo,Plano,Sin piel,Sin,Alta,Dulce,Alto,Baja,Jugoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Jugo de Borojó,Verde,Plano,Sin piel,Sin,Alta,Amargo,Alto,Media,Cremoso,Medio,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Ensalada de frutas,Amarillo,Plano,Sin piel,Sin,Media,Salado,Alto,Media,Cremoso,Bajo,Cocido,Acompañante,Postre,Caliente,Semilla,Refrigerar,Media,Todo el año,Media,Alta,Medio,Baja,Bajas,Medio,No
Ensalada de pepino y tomate,Verde,Plano,Sin piel,Sin,Media,Umami,Medio,Baja,Harinoso,Alto,Cocido,Acompañante,Sopa,Ambiente,Grano,Refrigerar,Media,Todo el año,Media,Media,Medio,Baja,Medias,Medio,No
Soda saborizada,Verde,Plano,Sin piel,Sin,Alta,Umami,Bajo,Alta,Cremoso,Medio,Ambos,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Papa a la francesa,Verde,Redondo,Sin piel,Sin,Media,Salado,Medio,Baja,Cremoso,Medio,Cocido,Acompañante,Principal,Caliente,Pulpa,Ambiente,Media,Todo el año,Baja,Media,Alto,Media,Bajas,Alto,No
Arepa santandereana,Amarillo,Plano,Sin piel,Sin,Media,Salado,Alto,Media,Fibroso,Alto,Cocido,Acompañante,Postre,Ambiente,Líquido,Refrigerar,Media,Todo el año,Media,Alta,Medio,Baja,Altas,Medio,No
Fríjol rojo,Blanco,Redondo,Fina,Semilla,Baja,Dulce,Bajo,Baja,Harinoso,Bajo,Cocido,En mezcla,Snack,Caliente,Semilla,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Alta,Bajas,Medio,No
Apio,Café,Irregular,Gruesa,Sin,Media,Umami,Medio,Baja,Crujiente,Medio,Crudo,Solo,Postre,Ambiente,Pulpa,Ambiente,Corta,Estacional,Alta,Alta,Medio,Alta,Bajas,Mínimo,No
Queso paipa,Amarillo,Plano,Sin piel,Sin,Alta,Dulce,Medio,Media,Jugoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Batido de fresa con banano,Amarillo,Plano,Sin piel,Sin,Alta,Umami,Medio,Alta,Jugoso,Medio,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Chorizo,Blanco,Irregular,Sin piel,Sin,Media,Salado,Alto,Baja,Cremoso,Alto,Cocido,Solo,Principal,Ambiente,Semilla,Refrigerar,Media,Todo el año,Media,Alta,Alto,Baja,Medias,Medio,No
Puerro,Café,Irregular,Gruesa,Sin,Baja,Dulce,Bajo,Baja,Harinoso,Bajo,Crudo,En mezcla,Snack,Ambiente,Tallo,Refrigerar,Corta,Todo el año,Alta,Alta,Medio,Alta,Bajas,Mínimo,No
